filename , look_vec_x, look_vec_y, look_vec_z, pupil_size   , attention
5912.json, 0.1815    , -0.072    , -0.9808   , -0.1483053   ,         1
5913.json, -0.1531   , -0.3821   , -0.9113   , 0.433974     ,         0
5914.json, 0.3342    , 0.5065    , -0.7949   , -0.1076329   ,         0
5915.json, -0.6499   , -0.3926   , -0.6508   , -0.1463737   ,         0
5916.json, 0.0414    , 0.2641    , -0.9636   , -0.03046468  ,         0
5917.json, -0.2503   , -0.2825   , -0.926    , 0.3086029    ,         0
5918.json, 0.6523    , -0.0997   , -0.7513   , 0.179211     ,         0
5919.json, 0.1405    , -0.5759   , -0.8054   , 0.2463887    ,         0
592.json , 0.3169    , -0.6119   , -0.7247   , 0.1315516    ,         0
5920.json, -0.4727   , -0.0526   , -0.8796   , 0.06342901   ,         0
5921.json, 0.1495    , -0.4142   , -0.8978   , -0.1120868   ,         0
5922.json, 0.1381    , -0.2205   , -0.9656   , -0.01507506  ,         0
5923.json, 0.7158    , 0.2313    , -0.6588   , 0.1179113    ,         0
5924.json, -0.6993   , 0.349     , -0.6239   , -0.200271    ,         0
5925.json, -0.293    , 0.4993    , -0.8154   , 0.2332789    ,         0
5926.json, 0.4723    , -0.0852   , -0.8773   , -0.01918721  ,         0
5927.json, 0.8982    , -0.0299   , -0.4386   , 0.1744741    ,         0
5928.json, 0.2237    , 0.605     , -0.7641   , 0.4336656    ,         0
5929.json, 0.2716    , 0.0466    , -0.9613   , -0.03329963  ,         0
593.json , 0.2973    , -0.245    , -0.9228   , 0.3605579    ,         0
5930.json, 0.5502    , 0.2033    , -0.8099   , 0.07401891   ,         0
5931.json, -0.1625   , 0.3068    , -0.9378   , 0.1011619    ,         0
5932.json, 0.1525    , 0.0357    , -0.9877   , -0.2111633   ,         1
5933.json, -0.2552   , -0.0801   , -0.9636   , -0.00679941  ,         0
5934.json, 0.1188    , -0.1802   , -0.9764   , 0.1781947    ,         0
5935.json, -0.5061   , 0.1082    , -0.8557   , 0.2935447    ,         0
5936.json, -0.593    , -0.1      , -0.799    , -0.216256    ,         0
5937.json, -0.0099   , 0.6075    , -0.7943   , -0.1485641   ,         0
5938.json, -0.1481   , 0.1795    , -0.9726   , -0.2695939   ,         0
5939.json, 0.1333    , -0.1209   , -0.9837   , 0.09083531   ,         1
594.json , 0.4251    , 0.2255    , -0.8766   , -0.0545448   ,         0
5940.json, 0.8029    , 0.4784    , -0.3556   , 0.1564855    ,         0
5941.json, -0.1477   , 0.3198    , -0.9359   , 0.1723409    ,         0
5942.json, 0.055     , -0.6177   , -0.7845   , 0.008098925  ,         0
5943.json, 0.5496    , 0.3282    , -0.7683   , 0.05949031   ,         0
5944.json, 0.262     , 0.3638    , -0.8939   , 0.001488957  ,         0
5945.json, -0.1916   , -0.4066   , -0.8933   , 0.1671746    ,         0
5946.json, -0.4077   , -0.2105   , -0.8885   , 0.08711334   ,         0
5947.json, 0.3989    , -0.3058   , -0.8645   , 0.1862011    ,         0
5948.json, -0.5155   , -0.6305   , -0.5803   , 0.006367714  ,         0
5949.json, 0.4802    , 0.1644    , -0.8616   , 0.1227389    ,         0
595.json , 0.4902    , 0.1451    , -0.8594   , -0.09394932  ,         0
5950.json, 0.6713    , -0.3367   , -0.6604   , 0.0182335    ,         0
5951.json, 0.1343    , -0.5017   , -0.8545   , 0.01913853   ,         0
5952.json, -0.4439   , -0.2757   , -0.8526   , -0.3552112   ,         0
5953.json, -0.293    , -0.421    , -0.8585   , 0.238711     ,         0
5954.json, 0.6624    , -0.0774   , -0.7451   , -0.1492849   ,         0
5955.json, -0.2057   , 0.0452    , -0.9776   , -0.3389857   ,         0
5956.json, 0.1693    , -0.17     , -0.9708   , -0.02673936  ,         0
5957.json, -0.0569   , 0.0554    , -0.9968   , 0.01710893   ,         1
5958.json, 0.7999    , 0.0931    , -0.5929   , -0.001430177 ,         0
5959.json, -0.146    , -0.0547   , -0.9878   , -0.2656737   ,         1
596.json , 0.1123    , -0.2109   , -0.971    , -0.05893812  ,         0
5960.json, -0.3238   , 0.028     , -0.9457   , -0.4148612   ,         0
5961.json, 0.0944    , -0.5317   , -0.8417   , -0.1757594   ,         0
5962.json, 0.1072    , -0.1912   , -0.9757   , 0.275438     ,         0
5963.json, 0.0636    , -0.0036   , -0.998    , 0.1397143    ,         1
5964.json, 0.0198    , 0.5585    , -0.8293   , -0.1313487   ,         0
5965.json, 0.3504    , -0.1843   , -0.9183   , 0.08560263   ,         0
5966.json, -0.5062   , -0.1488   , -0.8495   , 0.1966276    ,         0
5967.json, -0.5894   , 0.0439    , -0.8067   , -0.03174346  ,         0
5968.json, -0.1316   , 0.2507    , -0.9591   , -0.05107425  ,         0
5969.json, -0.0888   , 0.5799    , -0.8098   , 0.2547137    ,         0
597.json , -0.612    , -0.5402   , -0.5776   , -0.3682101   ,         0
5970.json, -0.1892   , -0.435    , -0.8803   , 0.1758022    ,         0
5971.json, 0.171     , -0.0016   , -0.9853   , 0.1163579    ,         1
5972.json, 0.6651    , 0.3767    , -0.6448   , 0.03347922   ,         0
5973.json, 0.2981    , -0.1257   , -0.9462   , 0.1406878    ,         0
5974.json, 0.1143    , 0.181     , -0.9768   , -0.1034174   ,         0
5975.json, -0.5219   , -0.0848   , -0.8488   , -0.05856388  ,         0
5976.json, -0.5823   , 0.2118    , -0.7849   , -0.1539408   ,         0
5977.json, -0.3521   , -0.2085   , -0.9125   , 0.2548811    ,         0
5978.json, 0.3892    , 0.2233    , -0.8937   , 0.006547047  ,         0
5979.json, 0.2555    , -0.5152   , -0.8181   , 0.06785797   ,         0
598.json , -0.1194   , -0.0649   , -0.9907   , -0.08504365  ,         1
5980.json, -0.096    , 0.1836    , -0.9783   , -0.07202292  ,         0
5981.json, 0.5064    , -0.0261   , -0.8619   , 0.04582151   ,         0
5982.json, 0.555     , -0.245    , -0.7949   , 0.1618413    ,         0
5983.json, -0.7193   , 0.0784    , -0.6903   , -0.07676514  ,         0
5984.json, 0.0126    , 0.6457    , -0.7635   , -0.09269983  ,         0
5985.json, -0.1351   , 0.226     , -0.9647   , 0.03739837   ,         0
5986.json, 0.0867    , -0.2505   , -0.9642   , 0.02528783   ,         0
5987.json, -0.3921   , -0.0668   , -0.9175   , -0.1657581   ,         0
5988.json, -0.2881   , 0.6225    , -0.7276   , -0.03425295  ,         0
5989.json, 0.4974    , 0.5584    , -0.6639   , -0.09169073  ,         0
599.json , 0.1671    , 0.1       , -0.9809   , -0.2536508   ,         1
5990.json, 0.0025    , -0.2584   , -0.966    , -0.5010623   ,         0
5991.json, 0.2201    , -0.123    , -0.9677   , -0.001836912 ,         0
5992.json, -0.2287   , -0.3729   , -0.8992   , -0.1004562   ,         0
5993.json, 0.36      , -0.5955   , -0.7182   , -0.1456233   ,         0
5994.json, -0.0794   , -0.6665   , -0.7413   , 0.3184515    ,         0
5995.json, 0.1001    , 0.0717    , -0.9924   , 0.3129691    ,         1
5996.json, -0.0707   , -0.2916   , -0.9539   , 0.04933962   ,         0
5997.json, -0.6409   , 0.4884    , -0.5923   , 0.1581063    ,         0
5998.json, -0.3727   , -0.4748   , -0.7973   , 0.0137427    ,         0
5999.json, 0.2304    , -0.3192   , -0.9192   , -0.09977725  ,         0
6.json   , -0.0112   , 0.2115    , -0.9773   , 0.0426692    ,         0
60.json  , 0.1644    , 0.426     , -0.8897   , -0.00546182  ,         0
600.json , -0.574    , 0.4577    , -0.6791   , -0.3963177   ,         0
6000.json, 0.3344    , 0.1185    , -0.935    , 0.1118       ,         0
6001.json, 0.3989    , 0.0555    , -0.9153   , 0.2087593    ,         0
6002.json, 0.2631    , 0.3346    , -0.9049   , -0.2983454   ,         0
6003.json, 0.0288    , -0.0916   , -0.9954   , 0.0867402    ,         1
6004.json, 0.378     , 0.1662    , -0.9108   , 0.1353648    ,         0
6005.json, -0.1069   , -0.0661   , -0.9921   , 0.08657961   ,         1
6006.json, -0.8482   , 0.2692    , -0.4562   , 0.386373     ,         0
6007.json, -0.7098   , 0.3783    , -0.5942   , 0.0199886    ,         0
6008.json, 0.237     , -0.3965   , -0.8869   , -0.01328697  ,         0
6009.json, -0.0045   , -0.3032   , -0.9529   , 0.06590221   ,         0
601.json , -0.5352   , 0.5203    , -0.6655   , -0.2817065   ,         0
6010.json, 0.5101    , 0.0631    , -0.8578   , 0.3204316    ,         0
6011.json, -0.1955   , -0.2405   , -0.9507   , 0.02252677   ,         0
6012.json, 0.1989    , -0.1821   , -0.963    , -0.1164454   ,         0
6013.json, 0.3579    , -0.0214   , -0.9335   , 0.4003527    ,         0
6014.json, -0.5876   , 0.164     , -0.7923   , 0.14549      ,         0
6015.json, -0.1316   , -0.2427   , -0.9611   , 0.1695712    ,         0
6016.json, 0.0481    , -0.5518   , -0.8326   , -0.1565586   ,         0
6017.json, -0.3972   , -0.2434   , -0.8849   , -0.04985387  ,         0
6018.json, 0.2643    , 0.1964    , -0.9442   , -0.1931853   ,         0
6019.json, -0.3349   , -0.2007   , -0.9206   , -0.4144809   ,         0
602.json , 0.032     , -0.5699   , -0.8211   , -0.01768073  ,         0
6020.json, -0.7262   , 0.1019    , -0.6799   , -0.2641667   ,         0
6021.json, 0.1002    , 0.1116    , -0.9887   , 0.4113805    ,         1
6022.json, -0.3498   , 0.1588    , -0.9233   , -0.1235612   ,         0
6023.json, -0.2808   , 0.0727    , -0.957    , 0.2131036    ,         0
6024.json, -0.1525   , -0.1545   , -0.9762   , 0.08972006   ,         0
6025.json, 0.7233    , 0.127     , -0.6788   , -0.1671543   ,         0
6026.json, 0.7322    , -0.2365   , -0.6387   , -0.3908179   ,         0
6027.json, -0.2044   , 0.3711    , -0.9058   , 0.2806335    ,         0
6028.json, -0.5001   , -0.3644   , -0.7856   , -0.2301266   ,         0
6029.json, -0.4928   , 0.6397    , -0.5899   , -0.0871629   ,         0
603.json , 0.616     , 0.2219    , -0.7558   , 0.068254     ,         0
6030.json, 0.4686    , -0.3721   , -0.8012   , 0.4136007    ,         0
6031.json, 0.4975    , -0.4017   , -0.7688   , 0.05879135   ,         0
6032.json, 0.3       , 0.1126    , -0.9473   , -0.2307215   ,         0
6033.json, -0.1561   , 0.6657    , -0.7297   , 0.1793249    ,         0
6034.json, -0.3398   , 0.0138    , -0.9404   , -0.05265256  ,         0
6035.json, 0.1942    , 0.3552    , -0.9144   , 0.05780136   ,         0
6036.json, -0.3938   , 0.0658    , -0.9168   , -0.1551506   ,         0
6037.json, 0.4098    , -0.4354   , -0.8016   , 0.0689551    ,         0
6038.json, 0.6691    , -0.4772   , -0.5697   , 0.08072589   ,         0
6039.json, -0.507    , 0.1929    , -0.8401   , 0.2357343    ,         0
604.json , -0.3784   , -0.506    , -0.7751   , -0.1524889   ,         0
6040.json, 0.2275    , 0.037     , -0.9731   , -0.06906825  ,         0
6041.json, 0.4682    , -0.559    , -0.6844   , -0.3948168   ,         0
6042.json, -0.3744   , -0.5008   , -0.7804   , -0.02255638  ,         0
6043.json, -0.332    , -0.1595   , -0.9297   , -0.1215319   ,         0
6044.json, -0.548    , 0.5643    , -0.6175   , -0.226943    ,         0
6045.json, 0.785     , 0.2009    , -0.586    , 0.1053859    ,         0
6046.json, -0.1298   , -0.6092   , -0.7823   , -0.2004587   ,         0
6047.json, -0.1497   , 0.6006    , -0.7854   , -0.1085975   ,         0
6048.json, -0.8304   , 0.1024    , -0.5476   , -0.2588846   ,         0
6049.json, -0.0251   , -0.2433   , -0.9696   , 0.04660008   ,         0
605.json , 0.8294    , 0.0255    , -0.558    , -0.3086111   ,         0
6050.json, -0.5466   , 0.2767    , -0.7903   , 0.03144012   ,         0
6051.json, -0.5131   , 0.0493    , -0.8569   , -0.2923703   ,         0
6052.json, -0.2694   , -0.2287   , -0.9355   , -0.1672411   ,         0
6053.json, 0.6383    , -0.6296   , -0.4429   , -0.3037178   ,         0
6054.json, -0.5147   , -0.3389   , -0.7875   , -0.1448659   ,         0
6055.json, 0.0199    , -0.4282   , -0.9035   , -0.2148457   ,         0
6056.json, 0.4162    , -0.0524   , -0.9078   , 0.18712      ,         0
6057.json, -0.6958   , -0.1145   , -0.709    , 0.1466779    ,         0
6058.json, 0.519     , 0.0455    , -0.8536   , -0.5065755   ,         0
6059.json, -0.0786   , 0.4102    , -0.9086   , 0.07115419   ,         0
606.json , 0.3808    , 0.3511    , -0.8554   , -0.1416502   ,         0
6060.json, 0.5928    , 0.2588    , -0.7626   , 0.07767225   ,         0
6061.json, -0.0502   , -0.311    , -0.9491   , -0.07265016  ,         0
6062.json, -0.561    , 0.4472    , -0.6966   , -0.1120409   ,         0
6063.json, -0.3918   , 0.5017    , -0.7712   , -0.2415528   ,         0
6064.json, 0.7067    , -0.1624   , -0.6886   , -0.123486    ,         0
6065.json, 0.0777    , -0.0998   , -0.992    , 0.04573369   ,         1
6066.json, -0.1489   , 0.2789    , -0.9487   , 0.2101449    ,         0
6067.json, 0.593     , -0.0117   , -0.8051   , -0.07289894  ,         0
6068.json, 0.1071    , 0.0638    , -0.9922   , -0.05439688  ,         1
6069.json, -0.081    , 0.2204    , -0.972    , -0.04511747  ,         0
607.json , -0.6762   , 0.0372    , -0.7358   , -0.02047403  ,         0
6070.json, 0.7394    , 0.0533    , -0.6711   , 0.2272711    ,         0
6071.json, -0.0135   , 0.2876    , -0.9576   , 0.1275607    ,         0
6072.json, 0.5569    , 0.4236    , -0.7144   , -0.3128525   ,         0
6073.json, -0.439    , 0.4438    , -0.7812   , 0.01566303   ,         0
6074.json, 0.3519    , 0.0719    , -0.9333   , 0.2362921    ,         0
6075.json, -0.6762   , -0.0133   , -0.7366   , 0.02653415   ,         0
6076.json, -0.863    , -0.1664   , -0.477    , -0.269584    ,         0
6077.json, 0.5573    , 0.3049    , -0.7723   , -0.1568082   ,         0
6078.json, 0.2626    , 0.1233    , -0.957    , -0.07863867  ,         0
6079.json, -0.7373   , -0.0934   , -0.6691   , 0.1385865    ,         0
608.json , 0.3117    , 0.0146    , -0.9501   , 0.3337034    ,         0
6080.json, -0.7491   , 0.2581    , -0.6102   , -0.1671903   ,         0
6081.json, 0.1845    , 0.1995    , -0.9624   , -0.2968069   ,         0
6082.json, -0.3997   , -0.183    , -0.8982   , -0.1521006   ,         0
6083.json, -0.6416   , 0.1433    , -0.7536   , -0.2221207   ,         0
6084.json, 0.5805    , -0.1519   , -0.8      , 0.248452     ,         0
6085.json, -0.0135   , 0.2234    , -0.9746   , -0.1064135   ,         0
6086.json, -0.4922   , 0.44      , -0.7511   , -0.1805635   ,         0
6087.json, 0.264     , 0.073     , -0.9618   , -0.0571625   ,         0
6088.json, 0.0711    , 0.5425    , -0.837    , -0.0616702   ,         0
6089.json, -0.3789   , 0.1799    , -0.9078   , -0.07304715  ,         0
609.json , 0.1049    , -0.2106   , -0.9719   , 0.2587213    ,         0
6090.json, -0.0501   , -0.6548   , -0.7541   , -0.400313    ,         0
6091.json, -0.5277   , -0.1214   , -0.8407   , -0.3240677   ,         0
6092.json, -0.0334   , -0.5246   , -0.8507   , -0.150354    ,         0
6093.json, 0.6564    , 0.3568    , -0.6646   , 0.04032981   ,         0
6094.json, 0.0269    , -0.4581   , -0.8885   , 0.03463627   ,         0
6095.json, -0.4839   , 0.3504    , -0.8019   , -0.05667783  ,         0
6096.json, -0.7876   , 0.0917    , -0.6093   , -0.1179491   ,         0
6097.json, 0.089     , 0.5838    , -0.807    , -0.2470004   ,         0
6098.json, 0.5208    , 0.0989    , -0.8479   , 0.1065319    ,         0
6099.json, -0.1201   , 0.0746    , -0.99     , -0.01090656  ,         1
61.json  , 0.4769    , 0.424     , -0.7699   , -0.101754    ,         0
610.json , 0.783     , -0.0386   , -0.6208   , -0.1443829   ,         0
6100.json, -0.4354   , 0.651     , -0.6218   , -0.01080501  ,         0
6101.json, 0.4095    , -0.0811   , -0.9087   , -0.247552    ,         0
6102.json, 0.1224    , -0.6146   , -0.7793   , 0.2648955    ,         0
6103.json, -0.6488   , 0.2478    , -0.7195   , 0.02314092   ,         0
6104.json, 0.7549    , -0.108    , -0.6468   , -0.07360338  ,         0
6105.json, -0.2331   , -0.4897   , -0.8401   , -0.4168565   ,         0
6106.json, -0.3544   , -0.5432   , -0.7612   , -0.2956782   ,         0
6107.json, 0.4392    , 0.0401    , -0.8975   , 0.1015864    ,         0
6108.json, 0.0123    , -0.6536   , -0.7567   , -0.130694    ,         0
6109.json, -0.1201   , -0.2992   , -0.9466   , -0.2547745   ,         0
611.json , -0.8967   , 0.2312    , -0.3775   , -0.02790645  ,         0
6110.json, 0.0194    , -0.2772   , -0.9606   , 0.2084219    ,         0
6111.json, -0.0899   , 0.007     , -0.9959   , 0.08583138   ,         1
6112.json, 0.5054    , -0.2781   , -0.8168   , 0.156188     ,         0
6113.json, -0.6087   , 0.0888    , -0.7885   , 0.0007980844 ,         0
6114.json, 0.0601    , -0.0046   , -0.9982   , 0.03261311   ,         1
6115.json, -0.0202   , 0.4007    , -0.916    , -0.2162274   ,         0
6116.json, 0.4195    , 0.4716    , -0.7756   , -0.3053947   ,         0
6117.json, -0.4859   , -0.0304   , -0.8735   , 0.1860341    ,         0
6118.json, -0.4239   , -0.5346   , -0.7311   , -0.05879708  ,         0
6119.json, -0.3658   , 0.1942    , -0.9102   , 0.04049866   ,         0
612.json , 0.6618    , 0.2337    , -0.7123   , 0.1359183    ,         0
6120.json, -0.0599   , -0.0108   , -0.9981   , -0.1316349   ,         1
6121.json, -0.1892   , -0.1025   , -0.9766   , 0.0309833    ,         0
6122.json, -0.2825   , 0.0453    , -0.9582   , -0.2417108   ,         0
6123.json, 0.3049    , -0.0866   , -0.9484   , 0.1497727    ,         0
6124.json, 0.4973    , -0.0536   , -0.8659   , -0.06463675  ,         0
6125.json, 0.3723    , 0.1031    , -0.9224   , -0.1068738   ,         0
6126.json, 0.4899    , 0.3949    , -0.7772   , 0.001525206  ,         0
6127.json, 0.56      , 0.4403    , -0.7018   , -0.003005598 ,         0
6128.json, 0.3588    , -0.4464   , -0.8198   , 0.2425548    ,         0
6129.json, -0.338    , 0.3446    , -0.8758   , 0.1783542    ,         0
613.json , -0.3276   , 0.2704    , -0.9053   , -0.09097825  ,         0
6130.json, -0.6748   , -0.1718   , -0.7178   , 0.05617729   ,         0
6131.json, -0.2565   , -0.2682   , -0.9286   , 0.102723     ,         0
6132.json, 0.8156    , 0.1718    , -0.5525   , -0.3230585   ,         0
6133.json, 0.1397    , -0.6035   , -0.785    , -0.1425608   ,         0
6134.json, 0.2521    , -0.0688   , -0.9653   , 0.131894     ,         0
6135.json, -0.2485   , -0.1689   , -0.9538   , -0.09836127  ,         0
6136.json, 0.5792    , 0.6357    , -0.5104   , 0.3859765    ,         0
6137.json, -0.707    , -0.2559   , -0.6593   , -0.2133023   ,         0
6138.json, -0.0331   , -0.0937   , -0.995    , -0.03610334  ,         1
6139.json, 0.1572    , 0.1392    , -0.9777   , 0.06814644   ,         0
614.json , 0.2754    , -0.0869   , -0.9574   , -0.09616983  ,         0
6140.json, -0.2633   , 0.183     , -0.9472   , -0.03162805  ,         0
6141.json, -0.0881   , 0.4667    , -0.88     , -0.06276514  ,         0
6142.json, 0.6363    , 0.0006    , -0.7714   , -0.1248481   ,         0
6143.json, 0.2901    , 0.0649    , -0.9548   , 0.09112293   ,         0
6144.json, 0.6219    , -0.4918   , -0.6094   , -0.03104097  ,         0
6145.json, 0.4878    , 0.0163    , -0.8728   , -0.03669153  ,         0
6146.json, 0.231     , 0.2138    , -0.9492   , -0.1131056   ,         0
6147.json, -0.2215   , -0.3545   , -0.9085   , 0.08483602   ,         0
6148.json, 0.0642    , 0.578     , -0.8135   , 0.2699461    ,         0
6149.json, -0.0879   , -0.3973   , -0.9135   , 0.1460762    ,         0
615.json , -0.419    , -0.3089   , -0.8538   , -0.05488426  ,         0
6150.json, -0.2773   , -0.2645   , -0.9237   , -0.01549264  ,         0
6151.json, -0.5486   , 0.027     , -0.8356   , 0.09221023   ,         0
6152.json, 0.2967    , 0.0797    , -0.9517   , 0.241409     ,         0
6153.json, 0.0605    , -0.4328   , -0.8995   , -0.07293537  ,         0
6154.json, -0.0176   , -0.2552   , -0.9667   , -0.1883429   ,         0
6155.json, 0.3187    , -0.5477   , -0.7736   , 0.2631575    ,         0
6156.json, 0.5828    , 0.142     , -0.8001   , 0.1813245    ,         0
6157.json, -0.2712   , 0.4199    , -0.8661   , 0.02811049   ,         0
6158.json, 0.573     , 0.0777    , -0.8158   , 0.2403113    ,         0
6159.json, 0.1858    , -0.0643   , -0.9805   , -0.2754527   ,         1
616.json , -0.5912   , -0.4675   , -0.6572   , 0.3024343    ,         0
6160.json, -0.4545   , -0.0135   , -0.8906   , 0.2509053    ,         0
6161.json, 0.194     , 0.2002    , -0.9604   , 0.1541898    ,         0
6162.json, -0.7076   , -0.1455   , -0.6914   , -0.2329714   ,         0
6163.json, 0.8306    , 0.3048    , -0.4661   , 0.1038766    ,         0
6164.json, 0.4279    , -0.1956   , -0.8824   , -0.0704645   ,         0
6165.json, -0.5609   , 0.2007    , -0.8032   , -0.1254475   ,         0
6166.json, -0.2307   , 0.3107    , -0.9221   , -0.1367563   ,         0
6167.json, 0.7275    , -0.4292   , -0.5352   , 0.4584633    ,         0
6168.json, -0.5526   , 0.1983    , -0.8095   , -0.2431926   ,         0
6169.json, -0.5824   , -0.0743   , -0.8095   , 0.16131      ,         0
617.json , -0.6474   , -0.3605   , -0.6715   , 0.02947778   ,         0
6170.json, 0.1691    , 0.3885    , -0.9058   , 0.2216618    ,         0
6171.json, 0.6269    , 0.6331    , -0.4542   , 0.2553604    ,         0
6172.json, -0.3863   , -0.4832   , -0.7857   , 0.05833216   ,         0
6173.json, 0.1166    , 0.3268    , -0.9379   , -0.1697325   ,         0
6174.json, 0.3603    , 0.2051    , -0.91     , -0.02437254  ,         0
6175.json, -0.7741   , 0.3321    , -0.5389   , 0.5180985    ,         0
6176.json, 0.491     , -0.1664   , -0.8551   , -0.02651286  ,         0
6177.json, -0.5488   , -0.2037   , -0.8108   , -0.2705471   ,         0
6178.json, 0.0152    , 0.451     , -0.8924   , -0.02249274  ,         0
6179.json, -0.464    , 0.4433    , -0.767    , 0.09477738   ,         0
618.json , 0.5507    , 0.017     , -0.8345   , 0.119755     ,         0
6180.json, -0.4961   , 0.2946    , -0.8168   , -0.1941127   ,         0
6181.json, 0.156     , -0.2488   , -0.9559   , -0.1330998   ,         0
6182.json, -0.6054   , 0.1785    , -0.7757   , -0.1020185   ,         0
6183.json, -0.5178   , 0.1959    , -0.8327   , -0.2213134   ,         0
6184.json, -0.5583   , -0.0274   , -0.8292   , 0.138067     ,         0
6185.json, 0.3726    , -0.1953   , -0.9072   , -0.03799374  ,         0
6186.json, 0.4439    , -0.2345   , -0.8648   , 0.1077615    ,         0
619.json , 0.371     , -0.1146   , -0.9215   , 0.07215658   ,         0
62.json  , 0.1251    , 0.0234    , -0.9919   , 0.02928445   ,         1
620.json , 0.4733    , -0.1419   , -0.8694   , 0.1710915    ,         0
621.json , -0.7816   , -0.0252   , -0.6233   , -0.1826403   ,         0
622.json , 0.0551    , 0.5852    , -0.809    , -0.03627602  ,         0
623.json , 0.5039    , 0.4162    , -0.7569   , 0.4945615    ,         0
624.json , 0.7244    , -0.4783   , -0.4965   , 0.6565504    ,         0
625.json , 0.5579    , 0.2721    , -0.784    , -0.2706615   ,         0
626.json , 0.0279    , 0.2418    , -0.9699   , -0.1913742   ,         0
627.json , -0.6404   , -0.4398   , -0.6296   , 0.2229583    ,         0
628.json , 0.4927    , 0.2895    , -0.8207   , 0.2480103    ,         0
629.json , 0.1253    , 0.4288    , -0.8947   , -0.09653546  ,         0
63.json  , -0.4997   , 0.2132    , -0.8395   , 0.00992718   ,         0
630.json , -0.074    , 0.1848    , -0.98     , 0.3510502    ,         0
631.json , 0.2665    , 0.4774    , -0.8373   , -0.1483597   ,         0
632.json , 0.7479    , 0.1711    , -0.6414   , -0.0675818   ,         0
633.json , 0.7765    , 0.1176    , -0.6191   , -0.1650207   ,         0
634.json , 0.1128    , -0.4023   , -0.9085   , -0.282332    ,         0
635.json , 0.2855    , -0.655    , -0.6996   , -0.1045304   ,         0
636.json , 0.6321    , 0.4316    , -0.6436   , -0.1170939   ,         0
637.json , 0.067     , 0.7144    , -0.6965   , 0.1912248    ,         0
638.json , 0.0688    , -0.4845   , -0.8721   , -0.0728479   ,         0
639.json , 0.2187    , -0.4107   , -0.8852   , 0.1177962    ,         0
64.json  , 0.4468    , 0.2625    , -0.8552   , 0.1461623    ,         0
640.json , -0.6011   , -0.408    , -0.6872   , -0.3914651   ,         0
641.json , -0.5953   , -0.214    , -0.7745   , 0.1703267    ,         0
642.json , -0.4694   , -0.2926   , -0.8331   , 0.09860048   ,         0
643.json , -0.6378   , 0.2749    , -0.7195   , -0.2014244   ,         0
644.json , 0.4817    , -0.2858   , -0.8284   , -0.1250466   ,         0
645.json , -0.3253   , 0.0991    , -0.9404   , 0.0211334    ,         0
646.json , -0.3045   , 0.2973    , -0.9049   , 0.1801945    ,         0
647.json , 0.21      , -0.0612   , -0.9758   , 0.3082464    ,         0
648.json , 0.2609    , -0.5032   , -0.8238   , -0.01195738  ,         0
649.json , -0.6769   , 0.2981    , -0.673    , 0.1676269    ,         0
65.json  , -0.4903   , -0.2945   , -0.8203   , 0.1972637    ,         0
650.json , 0.6057    , 0.5389    , -0.5854   , 0.2634917    ,         0
651.json , -0.6538   , -0.0289   , -0.7561   , 0.01281947   ,         0
652.json , 0.6716    , 0.3109    , -0.6725   , -0.3354472   ,         0
653.json , -0.5213   , -0.1925   , -0.8314   , -0.2962631   ,         0
654.json , -0.6251   , 0.3151    , -0.7141   , -0.1073667   ,         0
655.json , -0.1485   , -0.0843   , -0.9853   , 0.1701668    ,         1
656.json , -0.6576   , -0.4265   , -0.621    , -0.05528501  ,         0
657.json , -0.7475   , 0.2495    , -0.6156   , -0.02134279  ,         0
658.json , -0.2802   , -0.2309   , -0.9317   , -0.02009928  ,         0
659.json , 0.0703    , 0.4169    , -0.9062   , -0.04571737  ,         0
66.json  , 0.42      , -0.0452   , -0.9064   , -0.07065655  ,         0
660.json , -0.1359   , 0.1201    , -0.9834   , 0.3917936    ,         1
661.json , 0.1077    , 0.2541    , -0.9612   , -0.05465218  ,         0
662.json , 0.0908    , -0.1566   , -0.9835   , 0.03811328   ,         1
663.json , 0.1037    , 0.1987    , -0.9746   , 0.1105357    ,         0
664.json , 0.7137    , -0.3963   , -0.5776   , 0.1634294    ,         0
665.json , 0.3969    , 0.3722    , -0.839    , -0.3772413   ,         0
666.json , 0.2656    , -0.7057   , -0.6568   , -0.1457581   ,         0
667.json , 0.2088    , 0.0473    , -0.9768   , -0.0644333   ,         0
668.json , -0.3956   , 0.2904    , -0.8713   , 0.03463181   ,         0
669.json , 0.3868    , -0.3225   , -0.8639   , 0.1003102    ,         0
67.json  , 0.2041    , -0.1701   , -0.9641   , -0.02266118  ,         0
670.json , -0.0134   , 0.4538    , -0.891    , -0.143801    ,         0
671.json , 0.1814    , 0.4932    , -0.8508   , 0.01769527   ,         0
672.json , 0.0682    , -0.4378   , -0.8965   , -0.06402209  ,         0
673.json , -0.0112   , 0.0323    , -0.9994   , -0.08567642  ,         1
674.json , -0.884    , -0.2337   , -0.405    , -0.05314553  ,         0
675.json , -0.2727   , 0.6294    , -0.7277   , 0.1148902    ,         0
676.json , 0.4255    , 0.1845    , -0.8859   , -0.1277095   ,         0
677.json , -0.1658   , 0.1298    , -0.9776   , 0.3259922    ,         0
678.json , 0.2252    , 0.1914    , -0.9553   , -0.2034286   ,         0
679.json , 0.4415    , 0.1392    , -0.8864   , 0.2506125    ,         0
68.json  , 0.1812    , -0.3378   , -0.9236   , -0.2381722   ,         0
